"","sigsq","sigsq.tier","source","trait"
"sigsq.period.CR2413",0.427542561873861,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2413",0.0621749810687066,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2414",0.122629330626443,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2414",0.0148700594094989,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2414",0.288047741352757,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2414",0.147715897953299,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2415",0.120739202097381,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2415",0.0184842481196523,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2415",0.351399542456141,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2415",0.232607255074925,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2416",0.101992072457656,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2416",0.00492691287486359,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2416",0.346887748728955,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2416",0.0563302633026199,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2417",0.0819912481668316,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2417",0.00598061191491675,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2417",0.335044095827383,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2417",0.155974167455001,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2418",0.0766923791095815,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2418",0.00997601955268562,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2418",0.310517044090085,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2418",0.312657017599152,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2419",0.173860002959607,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2419",0.0102952841206649,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2419",0.396696376134647,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2419",0.0337013664484898,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2420",0.0717125844900276,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2420",0.0125941745955521,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2420",0.199072540006278,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2420",0.100867679942073,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2421",0.0855545956799352,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2421",0.00655443377507494,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2421",0.343433505841225,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2421",0.0932125023369405,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2422",0.122075028986314,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2422",0.0127644722139021,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2422",0.373372341129487,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2422",0.401254472329382,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2423",0.0842354770155931,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2423",0.00801292403069408,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2423",0.262095650823921,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2423",0.0743024780966033,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2424",0.0733623448154461,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2424",0.00629767805855297,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2424",0.206361578309547,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2424",0.152687991079172,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2425",0.0888879261125127,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2425",0.0220344899690388,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2425",0.254467626620167,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2425",0.139659217726842,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2426",0.104724748180884,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2426",0.00584187671488155,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2426",0.416519193372219,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2426",0.144370450953329,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2427",0.146878044911482,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2427",0.0048153533762894,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2427",0.332632058697235,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2427",0.0757845655152873,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2428",0.0668909641151038,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2428",0.0113007565655281,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2428",0.352213936684774,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2428",0.0960307613514502,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2429",0.156369125266572,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2429",0.00754511155654679,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2429",0.249389493090499,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2429",0.193744514964008,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2430",0.0786375517343779,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2430",0.00469230358630974,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2430",0.350347281802661,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2430",0.212344565151052,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2431",0.120790396499744,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2431",0.00843056951735686,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2431",0.263661194892921,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2431",0.0409711827037128,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2432",0.260812854295863,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2432",0.0108336050202309,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2432",0.393481604412432,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2432",0.0814316685639635,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2433",0.193564326025217,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2433",0.00876530460342874,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2433",0.364873554500826,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2433",0.0947868019613902,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2434",0.129750272463553,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2434",0.00971126309399202,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2434",0.375204616297255,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2434",0.112263847665866,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2435",0.0799295463277208,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2435",0.0159642932414482,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2435",0.350772381414252,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2435",0.349888069253814,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2436",0.0667763170029656,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2436",0.00641528066597539,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2436",0.218136343049587,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2436",0.197340882813123,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2437",0.148673407719837,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2437",0.00614545948840701,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2437",0.295648862768146,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2437",0.341253521069476,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2438",0.131065847954284,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2438",0.0106528666354033,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2438",0.373329668284293,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2438",0.0547822942269144,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2439",0.119681529820463,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2439",0.0250000050753883,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2439",0.244537576883964,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2439",0.212399505461067,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2440",0.0509673465112625,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2440",0.0117237813175894,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2440",0.234669223386946,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2440",0.0691418742124281,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2441",0.15106973441284,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2441",0.00405081876657168,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2441",0.40854072214908,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2441",0.151755469773724,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2442",0.122444972399721,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2442",0.00819974413874857,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2442",0.330311398789667,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2442",0.396719609544329,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2443",0.148682963322177,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2443",0.00664740895376379,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2443",0.285418722181038,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2443",0.206972089415989,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2444",0.0490779126289489,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2444",0.0117398287627991,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2444",0.333129675992048,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2444",0.214978692329136,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2445",0.0815759061533913,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2445",0.00580309264509291,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2445",0.33006775545481,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2445",0.220781850394852,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2446",0.0645466920422107,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2446",0.00959041421749547,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2446",0.228873079280556,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2446",0.128689232484816,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2447",0.0754853293217207,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2447",0.00602472979446454,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2447",0.323920671188221,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2447",0.155953630426998,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2448",0.0620025988356992,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2448",0.00674841359862815,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2448",0.224289656069366,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2448",0.395698764511956,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2449",0.0813424967931693,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2449",0.00877771771757946,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2449",0.247778548085233,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2449",0.0821156961057698,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2450",0.140438228923852,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2450",0.0238613389482399,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2450",0.276065266404218,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2450",0.110728457577729,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2451",0.0808844315622809,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2451",0.00546889029403753,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2451",0.321879102921304,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2451",0.186913409961069,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2452",0.0640529663342654,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2452",0.00350620304386879,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2452",0.322491876693525,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2452",0.488149591120837,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2453",0.113683996318593,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2453",0.00478543729314415,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2453",0.310263854137682,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2453",0.173746189522769,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2454",0.16199158137636,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2454",0.00359335209173997,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2454",0.326229367016101,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2454",0.0523239893622601,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2455",0.0891727140744964,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2455",0.00677783265294417,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2455",0.32593491929941,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2455",0.0867409619533983,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2456",0.0609365061301533,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2456",0.00952772195765977,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2456",0.238119151618577,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2456",0.113057114755774,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2457",0.0847743207934989,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2457",0.00444185305066104,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2457",0.346738257648963,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2457",0.164464038972265,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2458",0.101687546260232,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2458",0.00466697504719382,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2458",0.241861969635619,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2458",0.249997653678548,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2459",0.117929761124987,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2459",0.00718885264722006,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2459",0.342693064181832,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2459",0.16986869316194,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2460",0.122718136144739,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2460",0.0268339051293506,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2460",0.283028345533834,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2460",0.25148680474606,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2461",0.0911576226989385,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2461",0.0209666457752619,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2461",0.388174425004373,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2461",0.32706990579774,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2462",0.0780656822486697,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2462",0.0156344023989763,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2462",0.308805533040167,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2462",0.228456438231786,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2463",0.104737322903069,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2463",0.005413949516445,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2463",0.330924249730611,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2463",0.133191350938333,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2464",0.106596480284331,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2464",0.00560052294987249,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2464",0.310775823446163,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2464",0.147636902002745,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2465",0.098141098803428,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2465",0.0104194991585093,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2465",0.375714709791935,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2465",0.15176478515137,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2466",0.243629402606841,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2466",0.00684843678613874,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2466",0.237373049509316,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2466",0.250542342808841,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2467",0.0956079596508436,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2467",0.0109619442389643,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2467",0.249379615483054,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2467",0.200006946115227,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2468",0.0500975644699215,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2468",0.00489500238533725,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2468",0.338835042988496,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2468",0.0779808269796681,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2469",0.0997819246102425,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2469",0.00756393664173851,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2469",0.317674576896842,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2469",0.142206679264757,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2470",0.104571862611746,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2470",0.00507272656592327,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2470",0.337885995221986,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2470",0.505916658928972,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2471",0.0961817357617289,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2471",0.00585997005969191,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2471",0.258337974578212,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2471",0.13694958135567,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2472",0.0653805846713135,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2472",0.0106055952782137,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2472",0.225142603666371,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2472",0.221957095336887,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2473",0.0869222955128579,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2473",0.00492888080132977,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2473",0.256304550349066,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2473",0.219770499434099,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2474",0.131154831838858,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2474",0.0081070836885996,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2474",0.328233100183977,"sigsq.period.CR","Colony","Period"
